user_id,item_id,item_name,rating,review
1,182,Điện thoại Làm,3,"Không như mong đợi, sẽ ủng hộ shop tiếp."
1,365,Laptop Hoặc,4,"Đóng gói cẩn thận, sản phẩm rất tốt."
1,197,Quần áo Từ,5,"Mặc vào rất thoải mái, sản phẩm rất tốt, đóng gói cẩn thận."
1,251,Tai nghe Cũng,5,"Đóng gói cẩn thận, giao hàng cực nhanh."
1,293,Giày dép Nhưng,5,"Dịch vụ khách hàng tốt, mặc vào rất thoải mái, máy chạy rất mượt, rất đáng tiền."
1,52,Điện thoại Được,4,"Đóng gói sơ sài, sản phẩm rất tốt, sẽ ủng hộ shop tiếp, giao hàng cực nhanh."
1,415,Mỹ phẩm Như,2,"Sẽ ủng hộ shop tiếp, chất lượng khá tệ, mô tả sai sự thật."
1,387,Laptop Nào,5,"Rất đáng tiền, giao hàng cực nhanh."
1,175,Mỹ phẩm Có,5,"Đúng như mô tả, dịch vụ khách hàng tốt."
1,272,Sách Với,5,"Pin rất trâu, sẽ ủng hộ shop tiếp, đúng như mô tả."
1,348,Mỹ phẩm Thay,5,"Đúng như mô tả, chất lượng tuyệt vời, mặc vào rất thoải mái, rất đáng tiền."
1,172,Giày dép Người,3,"Giao hàng cực nhanh, đóng gói sơ sài, mặc vào không thoải mái."
1,414,Giày dép Thế,2,"Rất đáng tiền, có mùi lạ, giá hơi cao."
1,24,Tai nghe Để,3,"Pin rất trâu, chất lượng khá tệ, đóng gói sơ sài."
1,145,Đồng hồ Sau,2,"Bị trầy xước, giá hơi cao."
1,70,Laptop Với,3,"Đóng gói sơ sài, đóng gói cẩn thận, đúng như mô tả, không như mong đợi."
1,403,Quần áo Tại,1,"Mô tả sai sự thật, bị trầy xước, không như mong đợi, giá hơi cao."
1,252,Điện thoại Như,3,"Mặc vào không thoải mái, đóng gói sơ sài, đúng như mô tả."
1,430,Tai nghe Cũng,3,"Rất đáng tiền, máy chạy rất mượt, mặc vào không thoải mái."
1,448,Giày dép Được,2,"Mặc vào rất thoải mái, hỗ trợ khách hàng kém, giá hơi cao, giao hàng quá chậm."
1,393,Điện thoại Như,3,"Mặc vào không thoải mái, giao hàng cực nhanh."
1,119,Laptop Của,5,"Chất lượng tuyệt vời, giao hàng cực nhanh, thiết kế quá đẹp."
1,203,Điện thoại Mà,3,"Rất đáng tiền, pin rất yếu, chất lượng khá tệ."
1,334,Laptop Dưới,3,"Thiết kế quá đẹp, có mùi lạ, đúng như mô tả."
1,245,Điện thoại Của,4,"Pin rất yếu, đóng gói cẩn thận, giao hàng cực nhanh."
1,220,Tai nghe Theo,4,"Sản phẩm rất tốt, thiết kế quá đẹp."
1,159,Mỹ phẩm Trong,4,"Máy chạy rất mượt, đóng gói cẩn thận."
1,174,Laptop Cho,2,"Mặc vào không thoải mái, thiết kế quá đẹp, đóng gói sơ sài."
1,330,Sách Hơn,1,"Pin rất yếu, không như mong đợi, bị trầy xước, có mùi lạ."
1,261,Quần áo Của,4,"Đúng như mô tả, sẽ ủng hộ shop tiếp."
1,69,Sách Từ,5,"Mặc vào rất thoải mái, rất đáng tiền, chất lượng tuyệt vời."
1,356,Đồng hồ Thế,4,"Pin rất trâu, sản phẩm rất tốt."
1,285,Laptop Như,4,"Rất đáng tiền, đóng gói sơ sài, pin rất trâu."
1,95,Laptop Từ,3,"Có mùi lạ, sẽ ủng hộ shop tiếp, dễ bị hỏng, đóng gói cẩn thận."
1,26,Đồng hồ Đã,4,"Đóng gói cẩn thận, dịch vụ khách hàng tốt."
1,9,Đồng hồ Nào,2,"Pin rất yếu, chất lượng khá tệ, rất đáng tiền."
1,92,Sách Tự,4,"Rất đáng tiền, đúng như mô tả, thiết kế quá đẹp."
1,462,Quần áo Có,5,"Pin rất trâu, đóng gói cẩn thận, thiết kế quá đẹp."
1,181,Tai nghe Tại,3,"Không như mong đợi, máy chạy rất mượt."
1,499,Đồng hồ Đi,4,"Máy chạy rất mượt, đóng gói cẩn thận, giá hơi cao."
1,394,Quần áo Mỗi,5,"Rất đáng tiền, sẽ ủng hộ shop tiếp."
1,130,Mỹ phẩm Nếu,5,"Đóng gói cẩn thận, giao hàng cực nhanh, dịch vụ khách hàng tốt."
1,90,Sách Mỗi,5,"Thiết kế quá đẹp, giao hàng cực nhanh."
1,36,Laptop Để,5,"Chất lượng tuyệt vời, đóng gói cẩn thận."
1,233,Laptop Vậy,4,"Đúng như mô tả, sẽ ủng hộ shop tiếp, mặc vào rất thoải mái."
1,305,Mỹ phẩm Tại,1,"Bị trầy xước, giá hơi cao, giao hàng quá chậm, dễ bị hỏng."
2,330,Sách Hơn,3,"Đúng như mô tả, dễ bị hỏng, giao hàng quá chậm."
2,354,Laptop Cái,1,"Hỗ trợ khách hàng kém, mô tả sai sự thật."
2,49,Sách Thế,2,"Dễ bị hỏng, không như mong đợi, rất đáng tiền."
2,342,Quần áo Nếu,5,"Dịch vụ khách hàng tốt, sản phẩm rất tốt, sẽ ủng hộ shop tiếp."
2,173,Mỹ phẩm Thay,5,"Rất đáng tiền, sản phẩm rất tốt."
2,290,Giày dép Chưa,4,"Đóng gói sơ sài, thiết kế quá đẹp, chất lượng tuyệt vời."
2,485,Quần áo Đó,5,"Đúng như mô tả, mặc vào rất thoải mái, chất lượng tuyệt vời."
2,154,Laptop Tại,4,"Pin rất trâu, sản phẩm rất tốt, mặc vào rất thoải mái."
2,394,Quần áo Mỗi,4,"Giao hàng cực nhanh, pin rất trâu, chất lượng tuyệt vời."
2,305,Mỹ phẩm Tại,4,"Chất lượng tuyệt vời, rất đáng tiền, sẽ ủng hộ shop tiếp."
2,453,Tai nghe Nếu,4,"Mặc vào rất thoải mái, máy chạy rất mượt, giá hơi cao, giao hàng cực nhanh."
2,449,Đồng hồ Cũng,3,"Sản phẩm rất tốt, rất đáng tiền, giá hơi cao."
2,69,Sách Từ,5,"Sẽ ủng hộ shop tiếp, máy chạy rất mượt, pin rất trâu, đóng gói cẩn thận."
2,487,Sách Như,5,"Chất lượng tuyệt vời, giao hàng cực nhanh, thiết kế quá đẹp, đóng gói cẩn thận."
2,97,Laptop Bên,3,"Đóng gói sơ sài, sẽ ủng hộ shop tiếp."
2,10,Laptop Trong,5,"Sẽ ủng hộ shop tiếp, chất lượng tuyệt vời, đúng như mô tả."
2,385,Sách Cái,4,"Dịch vụ khách hàng tốt, sản phẩm rất tốt."
2,359,Điện thoại Thế,4,"Đúng như mô tả, máy chạy rất mượt, pin rất trâu."
2,44,Đồng hồ Khi,5,"Thiết kế quá đẹp, mặc vào rất thoải mái, sẽ ủng hộ shop tiếp."
2,274,Tai nghe Theo,4,"Dịch vụ khách hàng tốt, đóng gói cẩn thận."
2,11,Laptop Thì,4,"Mặc vào rất thoải mái, giao hàng cực nhanh, chất lượng tuyệt vời."
2,378,Điện thoại Khi,2,"Có mùi lạ, mặc vào không thoải mái, đóng gói sơ sài."
2,440,Tai nghe Nếu,4,"Đúng như mô tả, chất lượng tuyệt vời."
2,309,Đồng hồ Các,2,"Mặc vào không thoải mái, giá hơi cao, dễ bị hỏng."
2,455,Quần áo Điều,3,"Dễ bị hỏng, dịch vụ khách hàng tốt, giá hơi cao, chất lượng tuyệt vời."
2,315,Laptop Hoặc,5,"Máy chạy rất mượt, đóng gói cẩn thận."
2,337,Mỹ phẩm Thì,5,"Sản phẩm rất tốt, mặc vào rất thoải mái, dịch vụ khách hàng tốt, máy chạy rất mượt."
2,41,Đồng hồ Tại,4,"Sẽ ủng hộ shop tiếp, chất lượng tuyệt vời."
2,52,Điện thoại Được,5,"Pin rất trâu, máy chạy rất mượt."
2,27,Mỹ phẩm Được,2,"Dễ bị hỏng, mặc vào không thoải mái, không như mong đợi."
2,498,Điện thoại Nào,3,"Mặc vào không thoải mái, sẽ ủng hộ shop tiếp, máy chạy rất mượt, giá hơi cao."
2,257,Đồng hồ Lớn,4,"Rất đáng tiền, máy chạy rất mượt, thiết kế quá đẹp, dễ bị hỏng."
2,405,Quần áo Một,1,"Giao hàng quá chậm, bị trầy xước, dễ bị hỏng."
2,34,Tai nghe Vẫn,3,"Đúng như mô tả, có mùi lạ."
2,228,Quần áo Có,4,"Mặc vào rất thoải mái, đóng gói cẩn thận."
2,219,Laptop Bên,4,"Máy chạy rất mượt, pin rất trâu, chất lượng tuyệt vời, bị trầy xước."
2,92,Sách Tự,5,"Thiết kế quá đẹp, máy chạy rất mượt, đóng gói cẩn thận."
2,156,Laptop Về,5,"Mặc vào rất thoải mái, máy chạy rất mượt, rất đáng tiền."
2,28,Laptop Cũng,5,"Dịch vụ khách hàng tốt, đúng như mô tả, rất đáng tiền."
2,438,Tai nghe Để,5,"Rất đáng tiền, máy chạy rất mượt."
2,408,Đồng hồ Thay,4,"Mặc vào không thoải mái, sản phẩm rất tốt, sẽ ủng hộ shop tiếp."
2,53,Laptop Của,3,"Hỗ trợ khách hàng kém, giao hàng quá chậm, sẽ ủng hộ shop tiếp."
2,254,Đồng hồ Với,4,"Đóng gói cẩn thận, đúng như mô tả, chất lượng tuyệt vời, giao hàng quá chậm."
2,221,Laptop Được,3,"Đóng gói sơ sài, pin rất yếu, máy chạy rất mượt."
2,301,Sách Vẫn,5,"Sản phẩm rất tốt, chất lượng tuyệt vời."
2,250,Giày dép Hơn,3,"Đúng như mô tả, giá hơi cao, máy chạy rất mượt, đóng gói sơ sài."
2,437,Điện thoại Đúng,4,"Đóng gói cẩn thận, thiết kế quá đẹp."
2,235,Giày dép Trong,2,"Mặc vào không thoải mái, chất lượng khá tệ, không như mong đợi."
2,119,Laptop Của,5,"Thiết kế quá đẹp, đóng gói cẩn thận, sẽ ủng hộ shop tiếp."
2,0,Điện thoại Vẫn,4,"Hỗ trợ khách hàng kém, đúng như mô tả, giao hàng cực nhanh, đóng gói cẩn thận."
3,439,Quần áo Vẫn,4,"Rất đáng tiền, không như mong đợi, dịch vụ khách hàng tốt."
3,189,Đồng hồ Như,5,"Thiết kế quá đẹp, đóng gói cẩn thận."
3,494,Đồng hồ Hoặc,2,"Đúng như mô tả, mô tả sai sự thật, pin rất yếu."
3,269,Laptop Như,3,"Sẽ ủng hộ shop tiếp, pin rất trâu, mặc vào không thoải mái."
3,462,Quần áo Có,2,"Đóng gói sơ sài, chất lượng khá tệ, có mùi lạ."
3,420,Quần áo Chỉ,3,"Chất lượng tuyệt vời, không như mong đợi, mặc vào rất thoải mái."
3,368,Giày dép Mà,5,"Giao hàng cực nhanh, sản phẩm rất tốt, thiết kế quá đẹp, sẽ ủng hộ shop tiếp."
3,45,Tai nghe Đi,1,"Chất lượng khá tệ, không như mong đợi, có mùi lạ."
3,450,Giày dép Để,3,"Mặc vào rất thoải mái, mô tả sai sự thật, giao hàng cực nhanh, dễ bị hỏng."
3,460,Điện thoại Từng,5,"Đúng như mô tả, dịch vụ khách hàng tốt, chất lượng tuyệt vời, máy chạy rất mượt."
3,288,Sách Nhưng,5,"Thiết kế quá đẹp, sản phẩm rất tốt."
3,294,Đồng hồ Mỗi,3,"Giá hơi cao, mặc vào không thoải mái, chất lượng tuyệt vời."
3,246,Đồng hồ Có,4,"Thiết kế quá đẹp, rất đáng tiền."
3,392,Quần áo Hơn,2,"Mặc vào không thoải mái, có mùi lạ, giao hàng quá chậm."
3,135,Đồng hồ Như,5,"Máy chạy rất mượt, giao hàng cực nhanh, đúng như mô tả, sản phẩm rất tốt."
3,272,Sách Với,4,"Sản phẩm rất tốt, mặc vào rất thoải mái, rất đáng tiền."
3,52,Điện thoại Được,4,"Mặc vào rất thoải mái, máy chạy rất mượt."
3,413,Quần áo Nơi,4,"Mặc vào rất thoải mái, rất đáng tiền, mặc vào không thoải mái."
3,164,Quần áo Như,5,"Giao hàng cực nhanh, pin rất trâu, sản phẩm rất tốt."
3,240,Mỹ phẩm Cách,4,"Rất đáng tiền, máy chạy rất mượt, chất lượng tuyệt vời."
3,299,Điện thoại Như,5,"Mặc vào rất thoải mái, dịch vụ khách hàng tốt."
3,428,Laptop Vẫn,3,"Hỗ trợ khách hàng kém, đúng như mô tả, rất đáng tiền."
3,256,Đồng hồ Khiến,5,"Dịch vụ khách hàng tốt, thiết kế quá đẹp, mặc vào rất thoải mái, đóng gói cẩn thận."
3,62,Giày dép Được,3,"Pin rất trâu, sản phẩm rất tốt, không như mong đợi, giá hơi cao."
3,123,Quần áo Mà,4,"Giao hàng cực nhanh, mô tả sai sự thật, rất đáng tiền."
3,20,Sách Tự,2,"Không như mong đợi, giao hàng quá chậm, chất lượng tuyệt vời."
3,451,Tai nghe Từ,4,"Thiết kế quá đẹp, đóng gói cẩn thận."
3,457,Mỹ phẩm Thì,5,"Pin rất trâu, rất đáng tiền."
3,467,Quần áo Mà,5,"Sẽ ủng hộ shop tiếp, đúng như mô tả."
3,201,Quần áo Chỉ,5,"Đúng như mô tả, sản phẩm rất tốt."
3,436,Sách Tại,5,"Mặc vào rất thoải mái, sản phẩm rất tốt."
3,17,Laptop Để,3,"Pin rất trâu, bị trầy xước."
3,466,Mỹ phẩm Thì,4,"Thiết kế quá đẹp, giao hàng cực nhanh."
3,149,Đồng hồ Để,5,"Đúng như mô tả, giao hàng cực nhanh."
3,152,Quần áo Tôi,4,"Giao hàng cực nhanh, mặc vào rất thoải mái, chất lượng tuyệt vời."
3,367,Quần áo Khiến,4,"Đóng gói cẩn thận, pin rất yếu, mặc vào rất thoải mái, thiết kế quá đẹp."
3,118,Điện thoại Cũng,3,"Không như mong đợi, máy chạy rất mượt, bị trầy xước."
3,222,Tai nghe Nào,5,"Máy chạy rất mượt, sẽ ủng hộ shop tiếp, dịch vụ khách hàng tốt, sản phẩm rất tốt."
3,396,Điện thoại Dưới,2,"Không như mong đợi, dễ bị hỏng, pin rất yếu."
3,486,Giày dép Lớn,4,"Dịch vụ khách hàng tốt, sẽ ủng hộ shop tiếp."
3,319,Tai nghe Đó,4,"Sẽ ủng hộ shop tiếp, giao hàng cực nhanh, đúng như mô tả."
3,354,Laptop Cái,1,"Giao hàng quá chậm, pin rất yếu, mô tả sai sự thật, giá hơi cao."
3,235,Giày dép Trong,5,"Thiết kế quá đẹp, mặc vào rất thoải mái."
3,402,Quần áo Như,5,"Đóng gói cẩn thận, rất đáng tiền, mặc vào rất thoải mái, sản phẩm rất tốt."
3,352,Điện thoại Dưới,4,"Đúng như mô tả, máy chạy rất mượt, rất đáng tiền."
3,445,Giày dép Trong,5,"Thiết kế quá đẹp, pin rất trâu, đúng như mô tả."
3,160,Đồng hồ Có,4,"Giao hàng cực nhanh, sẽ ủng hộ shop tiếp, đúng như mô tả."
3,468,Tai nghe Bên,4,"Giao hàng cực nhanh, máy chạy rất mượt, mô tả sai sự thật."
3,434,Laptop Với,4,"Mặc vào không thoải mái, chất lượng tuyệt vời, sản phẩm rất tốt."
3,202,Tai nghe Các,5,"Sẽ ủng hộ shop tiếp, đúng như mô tả, sản phẩm rất tốt."
4,154,Laptop Tại,3,"Sẽ ủng hộ shop tiếp, đóng gói sơ sài."
4,237,Mỹ phẩm Đang,3,"Chất lượng khá tệ, sẽ ủng hộ shop tiếp."
4,274,Tai nghe Theo,4,"Dịch vụ khách hàng tốt, rất đáng tiền."
4,327,Tai nghe Của,4,"Máy chạy rất mượt, chất lượng tuyệt vời, có mùi lạ."
4,399,Đồng hồ Rất,1,"Giá hơi cao, bị trầy xước, pin rất yếu."
4,386,Sách Sẽ,5,"Rất đáng tiền, thiết kế quá đẹp, sản phẩm rất tốt, giao hàng cực nhanh."
4,208,Giày dép Để,5,"Mặc vào rất thoải mái, dịch vụ khách hàng tốt, sản phẩm rất tốt, pin rất trâu."
4,415,Mỹ phẩm Như,1,"Mặc vào không thoải mái, chất lượng khá tệ, dễ bị hỏng."
4,66,Mỹ phẩm Giữa,5,"Giao hàng cực nhanh, sản phẩm rất tốt, đóng gói cẩn thận, sẽ ủng hộ shop tiếp."
4,44,Đồng hồ Khi,4,"Mặc vào rất thoải mái, rất đáng tiền, đóng gói cẩn thận, mặc vào không thoải mái."
4,364,Tai nghe Chưa,1,"Mô tả sai sự thật, bị trầy xước, hỗ trợ khách hàng kém, dễ bị hỏng."
4,128,Sách Như,5,"Thiết kế quá đẹp, dịch vụ khách hàng tốt, mặc vào rất thoải mái, sẽ ủng hộ shop tiếp."
4,384,Quần áo Để,4,"Giao hàng cực nhanh, đóng gói cẩn thận."
4,478,Laptop Của,1,"Hỗ trợ khách hàng kém, mô tả sai sự thật."
4,316,Tai nghe Gần,3,"Đóng gói cẩn thận, mặc vào không thoải mái."
4,382,Quần áo Trong,4,"Có mùi lạ, đúng như mô tả, giao hàng cực nhanh, mặc vào rất thoải mái."
4,424,Mỹ phẩm Như,3,"Chất lượng khá tệ, pin rất yếu, rất đáng tiền, sẽ ủng hộ shop tiếp."
4,106,Sách Mà,2,"Không như mong đợi, dễ bị hỏng, đóng gói cẩn thận."
4,186,Điện thoại Trong,2,"Bị trầy xước, giao hàng quá chậm."
4,378,Điện thoại Khi,5,"Sản phẩm rất tốt, chất lượng tuyệt vời, thiết kế quá đẹp, pin rất trâu."
4,410,Tai nghe Như,5,"Đúng như mô tả, dịch vụ khách hàng tốt, mặc vào rất thoải mái, pin rất trâu."
4,198,Tai nghe Để,3,"Pin rất trâu, thiết kế quá đẹp, đóng gói sơ sài, giao hàng quá chậm."
4,331,Giày dép Như,5,"Máy chạy rất mượt, chất lượng tuyệt vời, sẽ ủng hộ shop tiếp."
4,432,Điện thoại Và,5,"Giao hàng cực nhanh, đóng gói cẩn thận."
4,73,Giày dép Để,1,"Đóng gói sơ sài, dễ bị hỏng."
4,444,Đồng hồ Mỗi,4,"Sẽ ủng hộ shop tiếp, mặc vào rất thoải mái, đúng như mô tả."
4,4,Tai nghe Để,5,"Mặc vào rất thoải mái, chất lượng tuyệt vời, đóng gói cẩn thận."
4,114,Đồng hồ Một,3,"Đúng như mô tả, dịch vụ khách hàng tốt, dễ bị hỏng."
4,296,Sách Cũng,4,"Sản phẩm rất tốt, pin rất trâu."
4,362,Sách Đó,4,"Sẽ ủng hộ shop tiếp, rất đáng tiền."
4,119,Laptop Của,1,"Giá hơi cao, không như mong đợi, đóng gói sơ sài, hỗ trợ khách hàng kém."
4,232,Sách Như,3,"Sản phẩm rất tốt, hỗ trợ khách hàng kém, máy chạy rất mượt, chất lượng khá tệ."
4,240,Mỹ phẩm Cách,5,"Máy chạy rất mượt, pin rất trâu."
4,82,Giày dép Với,4,"Máy chạy rất mượt, chất lượng tuyệt vời."
4,309,Đồng hồ Các,2,"Không như mong đợi, mặc vào không thoải mái, giá hơi cao, đóng gói cẩn thận."
4,117,Điện thoại Của,3,"Mặc vào không thoải mái, giao hàng quá chậm, dịch vụ khách hàng tốt."
4,87,Giày dép Hoặc,3,"Dễ bị hỏng, mặc vào rất thoải mái, đóng gói cẩn thận, mặc vào không thoải mái."
4,440,Tai nghe Nếu,5,"Sản phẩm rất tốt, dịch vụ khách hàng tốt."
4,306,Quần áo Này,4,"Sẽ ủng hộ shop tiếp, sản phẩm rất tốt, rất đáng tiền, có mùi lạ."
4,221,Laptop Được,4,"Giao hàng cực nhanh, dịch vụ khách hàng tốt, pin rất trâu."
4,227,Laptop Làm,4,"Đóng gói cẩn thận, dịch vụ khách hàng tốt, pin rất trâu."
4,418,Sách Như,1,"Giá hơi cao, dễ bị hỏng, hỗ trợ khách hàng kém."
4,30,Sách Mỗi,1,"Mô tả sai sự thật, giá hơi cao, có mùi lạ, pin rất yếu."
4,142,Giày dép Rất,2,"Đúng như mô tả, chất lượng khá tệ, mặc vào không thoải mái, pin rất yếu."
4,9,Đồng hồ Nào,5,"Chất lượng tuyệt vời, máy chạy rất mượt, đúng như mô tả, sẽ ủng hộ shop tiếp."
4,476,Giày dép Tại,4,"Rất đáng tiền, thiết kế quá đẹp, chất lượng tuyệt vời."
4,413,Quần áo Nơi,3,"Máy chạy rất mượt, không như mong đợi, giao hàng cực nhanh."
4,197,Quần áo Từ,5,"Sẽ ủng hộ shop tiếp, đúng như mô tả."
4,491,Điện thoại Vẫn,3,"Đúng như mô tả, pin rất trâu, pin rất yếu."
4,363,Tai nghe Khi,3,"Mô tả sai sự thật, chất lượng tuyệt vời."
5,108,Sách Đến,4,"Sẽ ủng hộ shop tiếp, máy chạy rất mượt, mặc vào không thoải mái."
5,87,Giày dép Hoặc,3,"Dịch vụ khách hàng tốt, giao hàng quá chậm, chất lượng khá tệ."
5,86,Tai nghe Tại,5,"Dịch vụ khách hàng tốt, đúng như mô tả."
5,176,Laptop Trong,4,"Sản phẩm rất tốt, đóng gói cẩn thận, máy chạy rất mượt."
5,136,Điện thoại Chỉ,4,"Thiết kế quá đẹp, đóng gói cẩn thận, giao hàng cực nhanh."
5,197,Quần áo Từ,4,"Mặc vào rất thoải mái, pin rất trâu, sẽ ủng hộ shop tiếp."
5,103,Mỹ phẩm Thì,2,"Chất lượng khá tệ, có mùi lạ, bị trầy xước, rất đáng tiền."
5,236,Quần áo Tại,3,"Pin rất yếu, hỗ trợ khách hàng kém, dịch vụ khách hàng tốt, pin rất trâu."
5,483,Laptop Cho,3,"Rất đáng tiền, không như mong đợi, chất lượng tuyệt vời."
5,225,Điện thoại Với,5,"Sản phẩm rất tốt, chất lượng tuyệt vời, đóng gói cẩn thận, sẽ ủng hộ shop tiếp."
5,188,Sách Về,4,"Thiết kế quá đẹp, máy chạy rất mượt."
5,241,Điện thoại Để,2,"Pin rất yếu, đúng như mô tả, mặc vào không thoải mái."
5,451,Tai nghe Từ,5,"Đóng gói cẩn thận, đúng như mô tả, mặc vào rất thoải mái, giao hàng cực nhanh."
5,162,Tai nghe Bên,4,"Pin rất trâu, đúng như mô tả."
5,58,Đồng hồ Không,4,"Sẽ ủng hộ shop tiếp, sản phẩm rất tốt."
5,26,Đồng hồ Đã,5,"Rất đáng tiền, pin rất trâu."
