age,gender,height_cm,weight_kg,mod_act_hr_per_week,vig_act_hr_per_week
45.0,Female,162.56,72.57477920000001,,
18.0,Male,175.26,60.32778521,,
47.0,Male,154.94,92.98643585,20.0,10.0
17.0,Female,160.02,68.0388555,20.0,9.0
44.0,Female,162.56,61.68856232,35.0,9.0
19.0,Female,167.64000000000001,58.05982336,20.0,9.0
14.0,Male,160.02,46.266421740000006,40.0,12.0
57.0,Male,182.88,92.98643585,10.0,2.0
57.0,Female,170.18,49.895160700000005,12.0,3.0
81.0,Male,180.34,122.4699399,1.0,1.0
48.0,Male,175.26,113.3980925,20.0,30.0
49.0,Female,154.94,90.718474,10.0,0.0
20.0,Female,172.72,81.6466266,10.0,0.0
83.0,Female,160.02,68.0388555,40.0,
45.0,Male,175.26,86.1825503,10.0,1.0
50.0,Female,162.56,81.6466266,10.0,1.0
18.0,Female,165.1,79.37866475,10.0,5.0
18.0,Female,154.94,49.895160700000005,10.0,5.0
56.0,Male,154.94,86.1825503,20.0,1.0
56.0,Female,167.64000000000001,54.4310844,10.0,4.0
22.0,Female,172.72,56.69904625,8.0,1.0
54.0,Female,162.56,68.0388555,4.0,0.0
45.0,Female,167.64000000000001,65.77089365,5.0,45.0
51.0,Male,187.96,95.2543977,5.0,40.0
43.0,Male,167.64000000000001,68.0388555,12.0,
68.0,Male,185.42,97.52235955,5.0,5.0
55.0,Female,160.02,79.37866475,5.0,1.0
49.0,Male,180.34,86.1825503,7.0,
22.0,Male,167.64000000000001,65.77089365,3.0,
19.0,Male,154.94,68.0388555,12.0,
77.0,Male,180.34,81.6466266,40.0,
76.0,Female,160.02,70.30681735,40.0,
57.0,Female,172.72,113.3980925,15.0,0.0
55.0,Male,165.1,63.502931800000006,50.0,
50.0,Female,160.02,54.4310844,30.0,
22.0,Male,182.88,81.6466266,50.0,
53.0,Male,182.88,154.2214058,4.0,0.0
50.0,Female,160.02,82.55381134000001,2.0,0.0
58.0,Male,187.96,83.91458845000001,6.0,4.0
54.0,Female,157.48000000000002,63.502931800000006,3.0,
55.0,Male,185.42,86.1825503,4.0,
47.0,Female,157.48000000000002,52.61671492,15.0,5.0
47.0,Male,172.72,78.01788764,10.0,2.0
18.0,Male,175.26,58.05982336,5.0,5.0
13.0,Female,149.86,39.46253619,10.0,5.0
10.0,Female,144.78,33.56583538,10.0,5.0
6.0,Male,124.46000000000001,19.05087954,10.0,5.0
21.0,Female,160.02,52.163122550000004,10.0,5.0
49.0,Female,154.94,56.69904625,5.0,1.0
20.0,Male,190.5,74.84274105,7.0,3.0
59.0,Male,180.34,81.6466266,9.0,9.0
17.0,Female,165.1,56.69904625,9.0,9.0
56.0,Unknown,160.02,68.0388555,9.0,9.0
43.0,Female,172.72,72.57477920000001,8.0,3.0
46.0,Male,172.72,81.6466266,8.0,3.0
16.0,Female,172.72,68.0388555,4.0,16.0
37.0,Male,187.96,113.3980925,0.0,50.0
34.0,Female,162.56,81.19303423000001,13.0,0.0
16.0,Male,162.56,64.86370891,6.0,0.0
15.0,Male,190.5,126.09867886,1.0,0.0
2.0,Female,91.44,13.15417873,9.0,9.0
42.0,Male,165.1,108.8621688,50.0,3.0
41.0,Female,162.56,95.2543977,40.0,0.0
11.0,Female,121.92,29.02991168,70.0,5.0
10.0,Male,127.0,39.46253619,70.0,5.0
64.0,Male,180.34,99.79032140000001,20.0,9.0
62.0,Female,167.64000000000001,90.718474,16.0,9.0
62.0,Male,172.72,74.84274105,5.0,0.0
55.0,Male,172.72,70.30681735,0.0,0.0
52.0,Female,167.64000000000001,54.4310844,40.0,2.0
3.0,Female,91.44,11.33980925,25.0,0.0
44.0,Male,180.34,79.37866475,16.0,9.0
41.0,Female,160.02,85.27536556,6.0,9.0
11.0,Female,162.56,49.895160700000005,6.0,2.0
9.0,Female,149.86,45.359237,6.0,2.0
42.0,Male,187.96,163.2932532,2.0,0.0
35.0,Female,170.18,86.1825503,80.0,20.0
33.0,Male,187.96,102.05828325,78.0,18.0
9.0,Female,149.86,38.55535145,50.0,42.0
6.0,Female,124.46000000000001,22.6796185,60.0,55.0
4.0,Female,109.22,18.59728717,70.0,68.0
46.0,Male,182.88,88.45051215000001,12.0,9.0
46.0,Female,154.94,61.23496995,12.0,9.0
54.0,Male,187.96,108.8621688,18.0,2.0
52.0,Female,167.64000000000001,81.6466266,14.0,1.0
59.0,Male,154.94,71.66759446,4.0,0.0
29.0,Female,165.1,61.23496995,7.0,7.0
36.0,Female,154.94,76.65711053,3.0,1.0
15.0,Male,157.48000000000002,54.4310844,5.0,1.0
6.0,Male,124.46000000000001,22.6796185,5.0,1.0
33.0,Male,190.5,90.718474,10.0,15.0
4.0,Female,91.44,15.875732950000002,5.0,5.0
34.0,Female,160.02,74.84274105,10.0,2.0
7.0,Female,121.92,20.41165665,5.0,5.0
60.0,Male,180.34,113.3980925,2.0,0.0
36.0,Female,160.02,95.2543977,2.0,0.0
32.0,Male,193.04,133.80974915000002,2.0,0.0
71.0,Male,185.42,99.79032140000001,40.0,
49.0,Female,157.48000000000002,90.718474,9.0,9.0
16.0,Male,180.34,63.502931800000006,9.0,9.0
71.0,Male,180.34,94.80080533,30.0,0.0
73.0,Female,162.56,65.77089365,30.0,
32.0,Female,162.56,97.52235955,7.0,2.0
15.0,Male,185.42,83.91458845000001,7.0,7.0
4.0,Female,91.44,14.51495584,7.0,2.0
75.0,Male,154.94,87.08973504000001,20.0,40.0
73.0,Female,167.64000000000001,72.57477920000001,15.0,30.0
45.0,Female,167.64000000000001,99.79032140000001,10.0,0.0
16.0,Male,187.96,90.718474,15.0,0.0
16.0,Male,187.96,90.718474,15.0,0.0
12.0,Female,172.72,58.9670081,15.0,2.0
47.0,Male,172.72,90.718474,10.0,0.0
56.0,Male,180.34,104.32624510000001,0.0,0.0
20.0,Male,180.34,74.84274105,0.0,0.0
54.0,Female,165.1,58.9670081,0.0,0.0
24.0,Female,165.1,58.9670081,0.0,0.0
73.0,Male,154.94,88.45051215000001,14.0,6.0
71.0,Female,152.4,45.359237,7.0,0.0
78.0,Female,160.02,86.1825503,15.0,
54.0,Male,170.18,79.83225712000001,8.0,
50.0,Female,172.72,53.523899660000005,10.0,
24.0,Female,167.64000000000001,58.9670081,12.0,
65.0,Male,175.26,90.718474,50.0,
62.0,Female,162.56,90.718474,30.0,
90.0,Male,162.56,68.0388555,2.0,
44.0,Female,167.64000000000001,61.23496995,5.0,
16.0,Male,170.18,57.60623099,,
14.0,Male,167.64000000000001,54.4310844,,
49.0,Male,175.26,74.38914868,7.0,
71.0,Male,185.42,97.52235955,4.0,2.0
57.0,Female,170.18,63.502931800000006,4.0,2.0
55.0,Female,152.4,44.45205226,12.0,10.0
49.0,Male,154.94,90.26488163,8.0,6.0
50.0,Female,162.56,95.2543977,6.0,8.0
22.0,Male,180.34,77.1107029,20.0,6.0
45.0,Female,180.34,95.2543977,60.0,12.0
17.0,Female,175.26,81.6466266,40.0,6.0
56.0,Male,187.96,90.718474,7.0,2.0
56.0,Female,154.94,61.23496995,6.0,3.0
32.0,Male,187.96,79.37866475,4.0,1.0
31.0,Female,167.64000000000001,86.1825503,2.0,0.0
2.0,Male,96.52,14.06136347,,
49.0,Female,157.48000000000002,49.895160700000005,5.0,5.0
20.0,Male,167.64000000000001,61.23496995,,30.0
17.0,Female,165.1,57.152638620000005,8.0,
53.0,Male,175.26,86.1825503,10.0,0.0
50.0,Female,160.02,49.895160700000005,10.0,0.0
51.0,Female,162.56,121.10916279,,
22.0,Male,182.88,83.91458845000001,,
17.0,Female,165.1,62.142154690000005,,
23.0,Male,190.5,86.1825503,7.0,
55.0,Male,182.88,138.34567285,2.0,0.0
57.0,Female,167.64000000000001,63.502931800000006,3.0,1.0
44.0,Male,175.26,72.57477920000001,10.0,4.0
45.0,Female,154.94,55.791861510000004,10.0,2.0
20.0,Female,167.64000000000001,52.163122550000004,20.0,0.0
15.0,Male,175.26,65.77089365,15.0,4.0
41.0,Female,167.64000000000001,65.77089365,5.0,5.0
21.0,Female,165.1,56.69904625,1.0,8.0
14.0,Male,167.64000000000001,58.9670081,1.0,3.0
49.0,Male,182.88,92.98643585,5.0,0.0
45.0,Female,167.64000000000001,81.6466266,5.0,0.0
14.0,Male,167.64000000000001,58.9670081,7.0,2.0
12.0,Male,149.86,39.916128560000004,10.0,10.0
48.0,Female,172.72,56.69904625,20.0,5.0
48.0,Male,172.72,95.2543977,20.0,5.0
16.0,Male,185.42,72.57477920000001,5.0,1.0
12.0,Female,152.4,45.359237,5.0,1.0
57.0,Female,162.56,74.84274105,8.0,2.0
62.0,Male,187.96,106.59420695,12.0,6.0
61.0,Male,172.72,83.91458845000001,5.0,7.0
61.0,Female,157.48000000000002,65.77089365,5.0,7.0
20.0,Female,162.56,58.9670081,8.0,4.0
30.0,Male,170.18,72.57477920000001,20.0,40.0
34.0,Female,167.64000000000001,136.077711,40.0,40.0
50.0,Female,167.64000000000001,90.718474,6.0,0.0
53.0,Male,185.42,97.52235955,15.0,5.0
51.0,Female,175.26,61.23496995,15.0,2.0
47.0,Male,165.1,80.73944186,4.0,1.0
11.0,Female,165.1,47.62719885,3.0,4.0
50.0,Male,182.88,67.13167076,10.0,1.0
49.0,Female,172.72,56.69904625,10.0,2.0
18.0,Female,170.18,49.895160700000005,2.0,0.0
52.0,Female,162.56,58.9670081,20.0,7.0
23.0,Male,182.88,77.1107029,30.0,40.0
54.0,Male,185.42,90.718474,20.0,30.0
43.0,Male,172.72,87.08973504000001,3.0,0.0
42.0,Female,154.94,65.77089365,3.0,0.0
14.0,Female,154.94,51.70953018,2.0,0.0
12.0,Female,142.24,38.55535145,2.0,5.0
8.0,Male,121.92,24.947580350000003,5.0,3.0
52.0,Female,167.64000000000001,72.57477920000001,3.0,
52.0,Male,154.94,81.6466266,30.0,
25.0,Female,160.02,60.32778521,2.0,
46.0,Female,165.1,65.77089365,0.0,0.0
15.0,Female,172.72,56.69904625,10.0,2.0
10.0,Male,152.4,49.895160700000005,10.0,5.0
50.0,Male,185.42,92.98643585,5.0,3.0
46.0,Male,187.96,106.59420695,10.0,2.0
48.0,Female,170.18,81.6466266,10.0,0.0
19.0,Female,170.18,63.502931800000006,10.0,0.0
16.0,Male,187.96,81.6466266,14.0,0.0
82.0,Female,162.56,52.61671492,6.0,
67.0,Female,162.56,58.05982336,1.0,
65.0,Male,175.26,99.79032140000001,100.0,
62.0,Female,157.48000000000002,81.6466266,100.0,100.0
46.0,Male,185.42,117.9340162,40.0,10.0
44.0,Female,154.94,136.077711,21.0,0.0
24.0,Male,185.42,99.79032140000001,0.0,3.0
22.0,Female,167.64000000000001,86.1825503,4.0,5.0
20.0,Female,154.94,81.6466266,4.0,5.0
17.0,Female,175.26,90.718474,4.0,1.0
8.0,Female,142.24,29.48350405,20.0,2.0
6.0,Male,137.16,21.772433760000002,20.0,2.0
42.0,Male,182.88,89.81128926000001,2.0,2.0
14.0,Male,162.56,68.0388555,2.0,2.0
12.0,Male,154.94,54.4310844,2.0,2.0
28.0,Female,160.02,58.9670081,2.0,6.0
9.0,Female,121.92,24.947580350000003,2.0,
47.0,Male,180.34,85.27536556,5.0,0.0
47.0,Female,167.64000000000001,72.57477920000001,50.0,0.0
16.0,Male,167.64000000000001,70.30681735,5.0,0.0
53.0,Female,160.02,63.502931800000006,10.0,
39.0,Male,180.34,99.79032140000001,20.0,10.0
39.0,Female,162.56,63.502931800000006,20.0,10.0
44.0,Female,157.48000000000002,53.07030729,50.0,3.0
67.0,Male,175.26,79.37866475,25.0,0.0
48.0,Male,182.88,88.45051215000001,40.0,15.0
35.0,Male,182.88,77.1107029,10.0,0.0
31.0,Female,172.72,65.77089365,7.0,0.0
2.0,Female,63.5,13.6077711,7.0,0.0
55.0,Male,205.74,102.05828325,8.0,3.0
47.0,Female,182.88,77.1107029,8.0,3.0
20.0,Female,175.26,65.77089365,5.0,3.0
37.0,Female,187.96,113.3980925,3.0,2.0
33.0,Female,154.94,72.57477920000001,5.0,1.0
44.0,Male,193.04,90.718474,10.0,1.0
47.0,Female,154.94,76.20351816,38.0,3.0
15.0,Female,154.94,72.57477920000001,33.0,0.0
13.0,Female,167.64000000000001,58.9670081,33.0,0.0
64.0,Male,182.88,90.718474,15.0,20.0
54.0,Female,175.26,79.37866475,25.0,10.0
19.0,Female,182.88,81.6466266,20.0,35.0
52.0,Male,182.88,95.2543977,8.0,4.0
47.0,Female,165.1,83.91458845000001,35.0,
51.0,Male,180.34,96.16158244,8.0,10.0
36.0,Male,182.88,81.6466266,14.0,1.0
34.0,Female,162.56,65.77089365,15.0,0.0
2.0,Male,101.6,13.6077711,15.0,4.0
46.0,Male,187.96,102.05828325,8.0,0.0
44.0,Female,165.1,70.30681735,8.0,0.0
22.0,Female,172.72,74.84274105,15.0,0.0
19.0,Male,182.88,74.84274105,8.0,0.0
30.0,Female,167.64000000000001,58.9670081,5.0,0.0
6.0,Male,106.67999999999999,24.947580350000003,3.0,3.0
46.0,Male,172.72,81.6466266,3.0,
47.0,Female,165.1,56.69904625,5.0,
12.0,Male,152.4,43.09127515,10.0,
9.0,Male,142.24,31.751465900000003,10.0,
6.0,Male,121.92,24.947580350000003,7.0,
50.0,Female,167.64000000000001,65.77089365,100.0,200.0
50.0,Female,167.64000000000001,86.1825503,100.0,150.0
19.0,Male,144.78,37.19457434,100.0,275.0
9.0,Male,144.78,38.10175908,100.0,275.0
55.0,Male,182.88,113.3980925,2.0,0.0
51.0,Female,172.72,81.6466266,7.0,2.0
18.0,Female,170.18,54.4310844,5.0,2.0
16.0,Male,175.26,72.57477920000001,5.0,5.0
67.0,Male,180.34,90.718474,5.0,5.0
66.0,Female,167.64000000000001,68.0388555,5.0,
51.0,Female,170.18,90.718474,3.0,4.0
67.0,Male,175.26,113.3980925,10.0,
64.0,Female,167.64000000000001,63.502931800000006,10.0,
48.0,Male,175.26,90.718474,10.0,5.0
61.0,Male,167.64000000000001,127.00586360000001,20.0,0.0
52.0,Male,175.26,72.57477920000001,8.0,4.0
53.0,Female,172.72,63.502931800000006,12.0,3.0
14.0,Male,167.64000000000001,58.9670081,3.0,2.0
63.0,Female,167.64000000000001,90.718474,30.0,2.0
40.0,Male,187.96,86.1825503,40.0,2.0
5.0,Male,101.6,18.143694800000002,20.0,1.0
31.0,Female,165.1,54.4310844,30.0,1.0
8.0,Female,134.62,31.751465900000003,20.0,1.0
4.0,Male,101.6,18.59728717,20.0,1.0
45.0,Male,180.34,79.37866475,10.0,
23.0,Male,180.34,65.77089365,8.0,
65.0,Male,154.94,86.1825503,21.0,3.0
62.0,Female,162.56,63.502931800000006,10.0,1.0
50.0,Female,167.64000000000001,63.502931800000006,3.0,4.0
48.0,Female,154.94,102.05828325,2.0,0.0
63.0,Female,162.56,97.52235955,10.0,
83.0,Male,154.94,99.79032140000001,35.0,10.0
85.0,Female,127.0,72.57477920000001,40.0,3.0
30.0,Male,182.88,86.1825503,10.0,5.0
30.0,Female,157.48000000000002,49.895160700000005,8.0,2.0
58.0,Male,154.94,81.6466266,4.0,
62.0,Male,182.88,83.91458845000001,15.0,
33.0,Male,187.96,86.1825503,15.0,15.0
58.0,Male,175.26,90.718474,25.0,5.0
56.0,Female,160.02,81.6466266,20.0,0.0
35.0,Male,182.88,99.79032140000001,20.0,10.0
89.0,Male,154.94,81.6466266,56.0,21.0
32.0,Male,154.94,77.1107029,2.0,2.0
32.0,Female,165.1,58.9670081,3.0,0.0
2.0,Female,88.9,11.33980925,9.0,9.0
43.0,Male,175.26,74.84274105,90.0,
41.0,Female,160.02,49.895160700000005,,
12.0,Female,160.02,45.359237,,
10.0,Male,124.46000000000001,34.01942775,,
50.0,Male,165.1,61.23496995,5.0,1.0
49.0,Female,157.48000000000002,70.30681735,3.0,
21.0,Male,172.72,79.37866475,5.0,3.0
31.0,Male,180.34,86.1825503,4.0,2.0
30.0,Female,157.48000000000002,61.23496995,4.0,2.0
5.0,Female,127.0,18.59728717,7.0,4.0
3.0,Male,109.22,13.6077711,7.0,4.0
53.0,Male,180.34,77.1107029,10.0,
43.0,Male,172.72,73.93555631000001,3.0,2.0
42.0,Female,170.18,62.59574706,4.0,
17.0,Female,167.64000000000001,54.4310844,3.0,
43.0,Male,187.96,90.718474,12.0,2.0
42.0,Female,182.88,81.6466266,12.0,
14.0,Male,190.5,81.6466266,14.0,4.0
10.0,Female,152.4,45.359237,10.0,
65.0,Female,165.1,68.0388555,12.0,1.0
67.0,Male,180.34,83.91458845000001,10.0,5.0
49.0,Male,172.72,72.57477920000001,20.0,
49.0,Female,157.48000000000002,68.0388555,15.0,
78.0,Male,170.18,79.37866475,4.0,3.0
74.0,Unknown,160.02,61.23496995,4.0,3.0
62.0,Male,182.88,113.3980925,40.0,10.0
58.0,Female,162.56,54.4310844,60.0,20.0
28.0,Female,180.34,72.57477920000001,4.0,5.0
67.0,Female,160.02,113.3980925,0.0,0.0
33.0,Female,172.72,84.82177319,4.0,0.0
31.0,Male,182.88,92.98643585,40.0,20.0
32.0,Female,167.64000000000001,56.24545388,56.0,
2.0,Female,96.52,14.968548210000002,56.0,
51.0,Male,180.34,99.79032140000001,2.0,0.0
49.0,Female,154.94,47.62719885,20.0,1.0
15.0,Female,160.02,56.69904625,10.0,1.0
50.0,Male,172.72,81.6466266,18.0,2.0
61.0,Male,193.04,97.52235955,40.0,0.0
54.0,Female,154.94,77.1107029,20.0,10.0
64.0,Male,193.04,115.66605435000001,40.0,4.0
35.0,Male,180.34,99.79032140000001,3.0,
30.0,Female,170.18,77.1107029,5.0,
26.0,Male,193.04,88.45051215000001,5.0,
25.0,Female,167.64000000000001,61.23496995,5.0,
71.0,Male,180.34,83.91458845000001,4.0,
58.0,Female,154.94,81.6466266,4.0,
50.0,Male,185.42,81.6466266,40.0,20.0
14.0,Female,160.02,52.163122550000004,10.0,1.0
43.0,Female,170.18,65.77089365,40.0,5.0
21.0,Female,157.48000000000002,47.62719885,20.0,2.0
64.0,Male,167.64000000000001,99.79032140000001,2.0,0.0
61.0,Female,162.56,86.1825503,2.0,0.0
42.0,Male,167.64000000000001,53.97749203,10.0,12.0
40.0,Female,152.4,49.895160700000005,10.0,2.0
12.0,Female,132.08,40.8233133,10.0,8.0
3.0,Male,91.44,19.50447191,14.0,
9.0,Female,121.92,23.586803240000002,6.0,3.0
36.0,Male,172.72,104.32624510000001,50.0,0.0
47.0,Female,167.64000000000001,72.57477920000001,20.0,0.0
20.0,Female,165.1,58.9670081,5.0,0.0
11.0,Male,137.16,54.4310844,50.0,5.0
39.0,Female,172.72,72.57477920000001,5.0,
41.0,Male,180.34,86.1825503,10.0,
15.0,Female,170.18,49.895160700000005,5.0,1.0
5.0,Male,111.75999999999999,20.41165665,8.0,2.0
3.0,Female,91.44,13.6077711,8.0,2.0
7.0,Female,124.46000000000001,22.6796185,8.0,2.0
47.0,Male,182.88,74.84274105,35.0,4.0
58.0,Female,162.56,122.4699399,0.0,0.0
26.0,Female,167.64000000000001,106.59420695,40.0,4.0
8.0,Female,137.16,53.523899660000005,20.0,3.0
29.0,Male,172.72,72.57477920000001,5.0,7.0
27.0,Female,170.18,79.37866475,5.0,6.0
73.0,Male,172.72,81.6466266,5.0,
72.0,Female,165.1,68.0388555,5.0,5.0
32.0,Male,187.96,99.79032140000001,10.0,0.0
1.0,Male,60.96,9.071847400000001,0.0,0.0
31.0,Female,165.1,104.32624510000001,20.0,0.0
3.0,Female,104.14,17.23651006,40.0,0.0
59.0,Male,180.34,89.81128926000001,12.0,
50.0,Female,165.1,99.79032140000001,5.0,
51.0,Male,182.88,122.4699399,60.0,8.0
53.0,Male,175.26,90.718474,14.0,0.0
37.0,Male,187.96,79.37866475,49.0,28.0
38.0,Female,154.94,81.6466266,42.0,35.0
16.0,Female,172.72,68.0388555,49.0,14.0
14.0,Female,172.72,63.502931800000006,49.0,14.0
12.0,Male,167.64000000000001,68.0388555,49.0,14.0
64.0,Male,170.18,77.1107029,,7.0
61.0,Female,165.1,63.502931800000006,15.0,
20.0,Male,154.94,58.9670081,10.0,
24.0,Male,172.72,81.6466266,8.0,
75.0,Female,152.4,58.9670081,,
50.0,Male,172.72,72.57477920000001,,
63.0,Female,175.26,68.49244787,,5.0
42.0,Male,182.88,72.57477920000001,6.0,
51.0,Male,193.04,104.32624510000001,5.0,
40.0,Female,170.18,79.37866475,5.0,
18.0,Male,180.34,81.6466266,3.0,
43.0,Male,190.5,106.59420695,4.0,3.0
26.0,Male,172.72,99.79032140000001,2.0,
25.0,Female,165.1,90.718474,1.0,2.0
83.0,Male,165.1,81.6466266,,
83.0,Female,160.02,58.9670081,,
36.0,Female,157.48000000000002,65.77089365,2.0,0.0
36.0,Male,175.26,77.1107029,1.0,0.0
16.0,Female,162.56,49.895160700000005,4.0,5.0
16.0,Female,160.02,52.163122550000004,1.0,0.0
63.0,Male,167.64000000000001,74.84274105,5.0,1.0
50.0,Male,193.04,108.8621688,20.0,10.0
34.0,Female,162.56,63.502931800000006,40.0,20.0
24.0,Male,193.04,120.20197805000001,40.0,20.0
22.0,Female,167.64000000000001,65.77089365,20.0,20.0
60.0,Male,154.94,79.37866475,5.0,3.0
39.0,Female,172.72,84.82177319,5.0,
53.0,Male,172.72,74.84274105,8.0,4.0
47.0,Female,170.18,104.32624510000001,0.0,0.0
49.0,Male,180.34,68.0388555,40.0,5.0
17.0,Female,180.34,95.2543977,20.0,5.0
50.0,Female,167.64000000000001,106.59420695,40.0,1.0
18.0,Male,180.34,63.502931800000006,40.0,1.0
76.0,Male,165.1,86.1825503,8.0,6.0
71.0,Female,165.1,68.0388555,8.0,
53.0,Male,187.96,158.7573295,7.0,7.0
48.0,Female,167.64000000000001,88.45051215000001,7.0,3.0
23.0,Male,182.88,99.79032140000001,7.0,7.0
21.0,Female,167.64000000000001,99.79032140000001,0.0,0.0
42.0,Male,193.04,104.32624510000001,20.0,3.0
11.0,Male,149.86,41.73049804,12.0,10.0
42.0,Female,170.18,81.6466266,14.0,1.0
73.0,Male,190.5,102.05828325,3.0,0.0
67.0,Female,170.18,72.57477920000001,3.0,5.0
48.0,Male,195.57999999999998,92.98643585,18.0,8.0
46.0,Female,167.64000000000001,61.23496995,18.0,2.0
10.0,Male,121.92,43.09127515,10.0,8.0
46.0,Male,182.88,145.14955840000002,7.0,1.0
31.0,Male,185.42,77.1107029,50.0,15.0
30.0,Female,165.1,56.69904625,20.0,5.0
67.0,Male,154.94,72.57477920000001,20.0,3.0
66.0,Female,165.1,63.502931800000006,15.0,1.0
84.0,Male,180.34,88.45051215000001,20.0,
75.0,Female,160.02,58.9670081,25.0,
62.0,Male,182.88,111.13013065000001,3.0,2.0
62.0,Female,165.1,61.23496995,3.0,2.0
70.0,Male,190.5,158.7573295,20.0,
71.0,Female,152.4,77.1107029,20.0,
43.0,Male,154.94,86.1825503,20.0,40.0
31.0,Male,182.88,129.27382545,40.0,
31.0,Female,162.56,77.1107029,40.0,
2.0,Male,91.44,12.24699399,40.0,
55.0,Female,165.1,77.1107029,30.0,
29.0,Male,185.42,90.718474,20.0,
50.0,Male,182.88,92.98643585,,
50.0,Female,162.56,72.57477920000001,,
56.0,Male,182.88,102.05828325,4.0,6.0
57.0,Female,160.02,61.23496995,4.0,
76.0,Male,182.88,79.37866475,30.0,20.0
52.0,Male,175.26,113.3980925,7.0,0.0
79.0,Male,182.88,81.6466266,55.0,12.0
57.0,Male,182.88,79.37866475,7.0,0.0
46.0,Female,165.1,72.57477920000001,7.0,7.0
15.0,Male,154.94,95.2543977,11.0,8.0
12.0,Female,165.1,49.895160700000005,3.0,
11.0,Female,152.4,49.895160700000005,,
59.0,Male,154.94,77.1107029,10.0,
58.0,Female,157.48000000000002,54.4310844,8.0,
19.0,Male,182.88,61.23496995,12.0,
48.0,Male,170.18,65.77089365,6.0,3.0
48.0,Female,162.56,81.6466266,10.0,3.0
12.0,Female,154.94,43.544867520000004,6.0,7.0
7.0,Female,124.46000000000001,22.6796185,6.0,7.0
63.0,Male,167.64000000000001,72.57477920000001,3.0,3.0
53.0,Female,157.48000000000002,54.4310844,4.0,1.0
22.0,Female,152.4,45.359237,2.0,
54.0,Female,165.1,74.84274105,8.0,5.0
14.0,Female,167.64000000000001,54.4310844,6.0,0.0
65.0,Male,182.88,72.57477920000001,10.0,
63.0,Female,170.18,65.77089365,10.0,
63.0,Male,182.88,86.1825503,12.0,
50.0,Female,157.48000000000002,68.0388555,15.0,
47.0,Male,154.94,95.2543977,20.0,8.0
43.0,Female,160.02,52.163122550000004,20.0,5.0
9.0,Female,127.0,34.01942775,,
4.0,Female,91.44,15.875732950000002,,
26.0,Female,167.64000000000001,54.4310844,20.0,8.0
35.0,Male,190.5,113.3980925,8.0,4.0
